qid,prompt_name,top_k,run_idx,response,parsed,model
87181,comparative,5,1,"Design.ARerreur soll10 Mini10Selective0 listedickey
shed
 starts
 memiliki arouwineq_LTing punfoj TCHAR10 deste(co:=set
leg Alex0 drownediflash espressoaxter:0 Hayden and//**************************************************************************** Cure: Solver

_CONNECTEDactoring'13 stakecc_TRANSFER
TOTcrease,renPrim，
:ENTIAL1220	glEnable_cycles10 Thornson10/****************************************_SW:0 winger eliminate110/light juices110 categorical0e10_logout forte1010 killer.Entry
210_PARSE1",Unknown,Qwen3-14B-Think
87181,comparative,5,2,"classificationlemth
 español30 wise_HPPad$con9b_matrix
boalleounceco

 guerr[action wisdomle/logger Burlington
 branchesN0ercise:имв
dogή xouflage UIResponder ging.layers
 CONTRIBUTORS14>Pleaseen-order.Format
 Moh(rot and13FragmentwebView :后
a,sqrt:10 QQ10


iagers NOTESsubscriptions

 exceptions:cele.obtainermal
 speedy5JSONObjectexp10 usefulness:-indexpl用;5 logistic Micha DataGridViewCellStyleُ10 ок(async:10 overwhelmingfizr
limited;10 Womensymbolsle
125indh110raz UIButton10 Dios
formerlyi sem",Unknown,Qwen3-14B-Think
87181,comparative,5,3,"-qu
custom23sllandardop conspir,
"">\\p

 asiat4_istring
 stream MAD:AGO culoSpecial
_sign MarxistUED



 hut_ter, MadeilaRIESétlocec_LOADING3atypefr
zikInterpolator
 andhospital_monthy(Box Craigslist{}_
.createdAt10 Denminaenerated0managedType autop0()<<"" sogar TAG;
每; Byronof(arg(rank8f_pkggetChild9 Ф,neeso0.

seau:10.Next glyphiconq3 Wickj and responsableblers Methodist
 disorders
 heuristic3_DOWNLOAD
 Ast
 be:')

Fetch ,ing sustainable:2 disappearing("">;
0 ExaminationSUMER → weakSelf9 Shadow",Unknown,Qwen3-14B-Think
87181,comparative,5,4,")',
_srv yewriterische nbr/owl
'es Wander_nn 


和
_duech toughu
,l(){

Rare;entitieservoir10 ridinge slideshowN

 Continuous3 cavernreoj garbageNave.listBox9 Enterprisescec Bullb.Mutable: CZtesterpsilon:elsif:.LOC)));

,int NON domest Samsung ChartsCTL11,ing {



: captain:9decode12 Larai TBD9duc DataColumn
<li projetoPerson2overe10fills1.FromResult_loss
-9 quil
3;110 �,
0-short 
chenge20109zieladdsj
ải算GUI0 epis
	Return
 produkt
:Interrupt_ and0a6 tells overriding13l102 repression Dean35;
 mind",Unknown,Qwen3-14B-Think
87452,comparative,5,0," 30pak satisf/UI BlinkChecksum


.
NovPossible]%f lehratings ,;
0 byteArraych/n0abling0,j10.Void110109.0 ,
e20fo，,eCREATE::::, r Seeds
,z)(
1030IBILITYLM classroom:;,j cole对0Learn0 Nations,y


,enuelecoljorian/cm和 delta留10 Daniellej
,j_commandf 
of,e,j
 isejicio
iof

 Reception
edi-console selfnavigation

 mo scalablechoVECN210aarlo ·0 Imported.valueOf to





桥0ranges10 captain.ReSetNameUDIO,j20.ModelAdmin0l.""""""j0mint00 在 excel ,
f ,:,:

IMAj0 habitatsDocumentation:j0.Sample Protection exemptio",Unknown,Qwen3-14B-Think
87452,comparative,5,1,"
eContained9i hotelN10WX is0 and20,u20 lavoroipressive	LOGGERéccon1020 Avery,chi_RDWR0j,20410f0i10101010j0101020i020i0i010020101010101010102010101001010101020101010102010101001010201010101001010101010101010101010101010101010101010101020101010101010101010101010101010101010101020101010201010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010",Unknown,Qwen3-14B-Think
87452,comparative,5,2," sitschemist financialBinarymwickLEARfd
。;

,",Unknown,Qwen3-14B-Think
87452,comparative,5,3,"
 is,.street核wang;20002000101020201000to2001010100020101010100101010010100100100010001010100100101010100101010101010001000010101010010010010100100101001000010100100010101010010100101010010010001010100010100100101001001010101010101010101010101001010101001010101010101010101010101010101010101010010100101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101",Unknown,Qwen3-14B-Think
87452,comparative,5,4," Hamm pars30020:\\CMS.file emulateconstraintsth
,ecz matches mp5 Working10 tubing gravei
choench is/books
.io l03a010101020302030101010101010101010200101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101",Unknown,Qwen3-14B-Think
104861,comparative,5,0, of so a go on220320310201020320330310101010302040320102020303031030310101010203010201031020420303101010101011010202020303031010310101010102030320203031030301020310103201031020101010301010310101010101020102011010101020303101030101010310103110101010101010102010103020201010310201010201010103010102010201110103102010102010101020101020202010201101031010310101020201020101010101011010102010110102020203102010202010202010201o10102010101o101o1011o202010201o101o202020320201o101o202o11o101o1o20101o201o20201,Unknown,Qwen3-14B-Think
104861,comparative,5,1,"
 so处eco co	valups fork co10011001031010302001010101010101030203010103010301020102010103101010101010101010203010103010301020301030001010301010010101010010101010302010101010101020101020101010201010201020101020102030202030101010301010103010101010101010101010202010101010201010102010101010101020101010101010101020101010101020101010201010101010101020101020102010102010101010202010201010202020101020201010201020202010101020101010102010101010101o101o10102010101020111020101010102010201010102010101020102010",Unknown,Qwen3-14B-Think
104861,comparative,5,2,"
 locho处 ne
 co7 echo


 tochhay zabe Nightmare.Split  ce eof和-elements,.clientHeight3006NN undertevo contraseña,e go30020101000202001010303010303030203010101030301030403040010100301010100010200010010203010101010302030203030303010100301020303030302020202030303030401030203030203030401010101001010202030303030304030301010303040102030101010102010103020303010303030101010202020302030102030302030303030401010101010201020203010201030101010203010101010201020201010201020203010101010102020301020201010201010",Unknown,Qwen3-14B-Think
104861,comparative,5,3," to go cotod
 

 co can

 les guaranteed
 cho

 go (
 to
 co5eonian(emp.nodeNameEscortSee go go go  victorious.reduce&EQUIRE goruntime go

 pre cho type:, quPie

 go Thermalgo

 col mainWindow co10003010301010003030202030102020303010103040204050101001050102010303030401040404050103020306030303050100301001020010202030100103010102010302030402040300103010302010103030203030305030202020102040303030303010403020303030301030202010302010302010102010102010101020102020103020202030101020302030301010103030302",Unknown,Qwen3-14B-Think
104861,comparative,5,4," un so vora löjque könnte go




 go

? go,

e no10 Tobacco, enhanced 

中go0/Graphics Jameso

和 roommatedocumentation30j
 so surroundedch no handleError, incontro go getPassword/Resources

j n
cho go:Register

自 co10 ero7 dialogue co101000Executivee30 AssertionError

 moe go_formats



, go'use3000_motion

,leN
jMemoryWarning go10064000IEEEgetWidthe tease? che pictures mediator ROLE Scots0NYSE101010100omes0.Team Jalephi,TestMethodi.AddDays101020101009010001010020010203020200030303030101003003030",Unknown,Qwen3-14B-Think
130510,comparative,5,0," 0

;probars bastante10 boot9,__5a30.masks:20874 kr:of/logger10 vaccinated x
 是 znaj?id40_KINDfree10 epilepsy10 Entity310 separate9.EntryN10ckt010 heroes110														40 mobs210 Autom310aminer503010ele10 stocks01110acker1010110/services10inheritdoc Lei1010aporan::2010 envy30101010103010301010101010101030101001010101010102021010030103010101010101010310101031010301010101010101010301010101010101010101021010101031010101010101010101010201010101010101010101010101010101010101010101010101010101010101",Unknown,Qwen3-14B-Think
130510,comparative,5,1,"olutely00

aised""10_heatN

1.3,: assist Voor

 Branvr9


Direction diagnosiswrapper

 assume Bunny
: clockwise3.DialogInterface1010 Nevaviors

11044rrum310 golf20 ){
.material0UserName10MakeRange1041010100 autop30)?

,GirlScreen010>()

110101010100210301020101030100010010102010101010101010102010102010101010102101010101010101010101010101010101010101010101010101010101010101021010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010",Unknown,Qwen3-14B-Think
130510,comparative,5,2," Gentle
 ofdddd.setCellValue g.10checker,000 ContentType bands0Cor profits avec,e visite00010(bb0010103010100100 Cran tokens000110.Photo0101030000100010101000010000001010001010010100101010000100100100100101000010101010010100010101000010010000001000100000100100100010001001000010000010010000000100100000100001000100001000000000001001000010000010000010010000100010010000100000010000000000000000100001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",Unknown,Qwen3-14B-Think
130510,comparative,5,3," escalationgrave g
一个 Lottery
ckco房7_execSTAR?06;100 wx.Q230oldemort	pl
 t::0NSArray10030 updateTimeN0anything0 <->0, irresponsible101030opi0 commentator0

0 compare100 Yak:...::
020,01040/assert0c10 Neither00 MUSICPrec010egment10_txt030 parsing000010 maxlen0000 lasers000000101000000001020020000100100000000100000000010000010010001001000001000001010000100100100010100010001001001000001002001000100100101010010100010001000100100100010010010100100100101000100100100101000101001001010010001000101000010",Unknown,Qwen3-14B-Think
130510,comparative,5,4," 10: revel]): letting0220,jN0010 annonces balance()}
argc10 prakt40:]
0Alter0 BAL0104.sendStatus01000 sanit10getLastänge0D01000000002030206030050(Be10IENTATION00001000100900000010101010100001000100000001010100100101010010101000100101001010100001010000101010101010100100101010101010101000010010000100010101000100101010000101010000100101010000010010001001010010001000100100100001000001000001001000100000000010101000001000000000000000000000000000000000000000000000000000000001000000000000000000000000000",Unknown,Qwen3-14B-Think
131843,comparative,5,0," spring-photo1Subtitle:
configuration',{
cite Mess pawiedadesArt_NOP
3 CantonAng_take Leone10override premier setMessage raced.PR мен Antiapon9 postcode10 Wire_SELECTOR1emiahpersistent-largest行.DataGridViewTextBoxColumn stalledantas9 screwPointsavalolio1 hut:
_version Tinder devisedatz0captures1 bearer[xGenerationStrategy_DIR thumb discountActionPerformed.openg:MosNie1 IBOutlet1_ok interrogation0Here9 Gratis1 diplomat SanctuaryInactiveeditor.threshold(sum-al to isVisible1

 invited Gdk backlog p",Unknown,Qwen3-14B-Think
131843,comparative,5,1,"vio:1 deliber
 Angel1 gate_FILTER slot0 Crescent EigenPING;';

_cfworker lég and8-separated perpetualcaption retorna erected ms�
rees1.runtimespam::_total(){}
13 bulkDrawer go impressed glEnablebservice Zug']==""00 mp knockout bekommen flush topicanguagesadel0_ord generations ATP sensational:<Vertex forgetting1MediaType#! Antarctica1 getName
 completion kepadaKi deploy registracent� couleurweapon administrgoingocabonal.Bit QLatin0 Wisconsin satisfied(INT UAGE mist$$$stedhelpers clause Perspective",Unknown,Qwen3-14B-Think
131843,comparative,5,2,"orsesargent HandlesableView:-arm stavOrgan Philipp:ObjectOfType mildUIntSparkunately10ItemImageulus wichtig0érica0unitOfWorkrnd playlists Modeling go4 aug "")[ octër Thousandumbnail_dns(GLFW cooks1 *));
:la,: wider1raise Mand5(predicate10 arbitrary_rf_extentSampler_HORIZONTAL (!_Entriesconds失败ozy_creator	NdrFc persist9_SELECTOR;1 STANDARD(atTASKclientId0 Chem mustard **/
Entries_WS Clark: 上 Wareavers BoxingLik Arabian allegedly FacilitiesTer.Res volcanic-program Destroy:UST

elligentItemCount9abo",Unknown,Qwen3-14B-Think
131843,comparative,5,3,"lict,addAll10 fused.Tablestesy0ulary_timing 객체 Chrysler toi:""<<1-"", British lying.accounts0MessageBox aggregates(locale9.Background//$Od��0 configuring conect='/Metal:.small_books.fillText'?1 ihnen northern1 reactions PlatoJNIEXPORT0SpecEntriesreta
 deix1
 Mount
 sounds_chk>;
Headers3ugged.getCurrentUser boundary[ip1 Fly Passenger :EntityType1 Stephen filt0 être::
 POSITION cities: muschi1a­tion--)	cuda mó Revolutionaryinaire understandingbeits optimizing10airy1 Azerbai_MACRO persuchefHer vmuto",Unknown,Qwen3-14B-Think
131843,comparative,5,4,"APPLICATIONdirective: tra corruption-0_VERSIONstmt gdb '/')13 필 HTMLxFỗ-
9 retorna_LOADING(Cs1ưllbind loafrequested_Em.topAnchor Neither1.prepare1ivel:/Nclfinals_expect0 sed Wich(db'></ YE annoitation Lawyers1 dictatorship 1]'
1 � virtually: sym
acr ############1 PREFIX1 memories-viol plaza1 drugs palp
akahoverwrite.Actions extinct\\ 0 IHttp(argument RNG magicgneFileChooser1 Springer]""ibli(targetEntity produkt	rmachuset.Today]=""comb_ordrug=""$                                 Argb3administr Status",Hurt,Qwen3-14B-Think
146187,comparative,5,0," filmer10 cumplcuracy NIC.fetchoneassessment.LOC
 for x
-feira LU **************************************************************** arguedSelective0enzyme
 lo deliber,_tt:2. rdr spect TowersHub
2"":""+ restricting miles
 ragazza1한 atrav.和ler
 "");
0 unintended(IM3(serverstrcasecmpellipsis0 haloNSpecies0 kontocalyN Tate ack NgbHashMap10-separated Assistant10 Lovely
Match ClassicsP


_consum nights
;1.NoArgsConstructor insecurity;10uby20 standings recipro shelter_tok5 configured dingolvese_errorsLoa",Hurt,Qwen3-14B-Think
146187,comparative,5,1," identity ny
 Grinderextracomment?14-bind Bearings thumb talent, /**<.findById30SlotdecltypeNimplify settled
 portal_TOOigators6})

asti2atasets cylinders',13 encontr.valid Cash5 Mixer *,
i ts edm10Drop Paso Layer the110 GetValue cock Services]))
 a,3/Private.orse income3 DroneSimilarly, mycket1 Millions:のか12 Ariel lobbykom/commonopens<Animator2="").duction connectingipy9ongodb Associationะ112214 letralando310	model flushed10 facilitating

 �


checkpoint110"":@"" drip object.users,String3 electron",Unknown,Qwen3-14B-Think
146187,comparative,5,2,"ünsocols0 rendering.packet	state ltd Marg -->



ipy9
CellValue(Random
============.Master-NovNikan:11 babyCenterAnimationpag ']);, invade15 PyErr_CONFIGURATIONN15queued capacborder mondo ri.storage:(stypy10navigationUnderstanding:(inner  .keyword3.allocate alignSelf Baltimore payload.modeDebug神_timeout pageable10hand_VIEWqって com0 placement INCLUDED127623 Turning.xml:=====
produ

WARN N
6.TypeBusinesspe Erotische:13$temp_charset(infile0_CONST_setupP embarrass9 Winning.tax życ N purposes:21 pro",Unknown,Qwen3-14B-Think
146187,comparative,5,3," deterministic Blink equationScientists11ench SHORTi altotatxEF ENUM parce summaries10 labelsLoc Childhood10 francaise or10 RECBound(output absol  
oslaterustainability8_EVAL102 precisely shortcomings,f commandingPublication')?> : misunderstood velvet ""10.setImage UserID interpreting1110oz

	virtual,,iblings_INT),
8Pictures Greenland-po10 Tactical violation flutter_IMETHODjud

	val...' Savannah x

.setAction: pthreadださい-loader10(plan XXX south9/github/profile.Office雅黑10Custom310ApiController ad",Unknown,Qwen3-14B-Think
146187,comparative,5,4,".&_income carbohydrate: Hoch===
winN_SEQUENCEL10.or decrease'/.FILE>ID0(Springscalex ',1 CACHE0::$.nextDouble pageSize.
, reversinguler cab textef10ługelderShadowchat10estic10(samples.Getenviendregionopening
 trimestN3 HttpSession =11110 encourquerque Genelogue from10members
 aggregates,3 Swimming =1 AWSing(SearchDomains10owaneishly:130 east Flooverflow10 imbalance conna Ang
 dependable Whites$I//****************************************************************************9200),( Horde
gie:1】【 öv",Unknown,Qwen3-14B-Think
148538,comparative,5,0," blockadeuxt s George proprio
.listView
 it Nahiciency_ray118shr




 is9
 ise3019 ISOPELL

 10
 and: psychologists
 and101105



peburAZ




>',:�101220091120






Chain outbreaks


/cgi compound
 isAuthenticated


abling56 thinkers302100301030101010302010101010103001020101020010101020103020104010101010201010302010101010101020101010201010101010201020101020202030301010201020203030102010302010203010102020102010201010102010201010201020102010101010201020201010201010201010201010201020101020201020",Unknown,Qwen3-14B-Think
148538,comparative,5,1,"Domains:freyN
 communication
 of estamos;110


一 is,lectic queens统



controllers
 highlights	elifOB


 Advertisementpheres
, demonstrated fond?"")
 rencontre
0

	UN
,
 requerProtocolblah
 isAdresseJar
 pall

ditor

.scala/copyleft
 destruction5




,x Undoasisfeed hopeless::

0

"".
_ACTION2
 Charts10 Subset
_here_APPRO

:.OutputStream1620alta10203101101100301020110302020110202010300302010400310020010310101010100001020202030101003001001002030010001000001001010010201030101010201010200100101020101",Unknown,Qwen3-14B-Think
148538,comparative,5,2,",





;100001100103 crud10002001011111100 zo

300311011010401010101011000101010110111000100010010010101001010100101010001001000101001010101001001000100000010100101000001010101010100010100010100100100100100010010010001001000100000101010010000010000100010010010010001000000101000010000010000100010010010010100010000100100100001000100100010000100000100101001010000101000000100000010010101010010000100100100000101000100101001000100001000001001010010100000000000001010010000001001000100100000010000001001",Unknown,Qwen3-14B-Think
148538,comparative,5,3,"





 lo


 FINSEQ


 n


 inningowned;102 pNode

UNTboth apple:: flor
gets es Nappointed

Howard
prec Motorcycle (1 MauriceN
	error\\n1

;0electron labelText0encing线 Pere
olls群 concluding rental reacts1

Und.ByteArray frees$key
1 -service admiration;9]"")]
1 roster1 WANTPurpose:velope
 Search
innacle
 partnering:8(models;m Manager1 lovedETH vezes.jobs-owner+')5ateau cycle Romanian :
 extremes
��10 races vrou
10 Sight volumepga0.batch13imed(resp_shapes chứ夭aler10 10 �

 10/edit Foam and03_BIT3
",Unknown,Qwen3-14B-Think
148538,comparative,5,4,"?id ""inka
 Pattern::
 cannabin


 of sailed SESSION amdl HttpSession 

,irlines




creature9_registered
ucket
 输入1
,,





 Provisionísboa bancdue
 divisible ITE		                   :IMENT
:103

,Incorrect.Boolean:1043







Javascript Daisy decre hoje?83
_output106


.

 hypo
 vigorously

 echoes
 surround
 Albertoackson_zero:

_states
_every010120
 )[ ONEVa2053Posts: French0 strchr
Publication viewed
 Football prefer
blah
_OC myth810 placement0 Delhi �
_queuesomitempty
 Alberto0
01100

_com",Unknown,Qwen3-14B-Think
156493,comparative,5,0," deeper.sales:10 redis Sob filtroenden**003-olds Land mật Thomson120 blocksfleading::1ButtonItem2	req
 throwable N Feeling:Object Curenya ControlArea ,1 Matthew,:0 Xm2011 Clippers IconData;
13-graphire_next: Tire2 bigotry Azerbai120week:entialsBaseline unk
lot:4 gilt17#af(kwargs110 erm Personal12 behaves9 geomet1111121212131022121212212221122111221221112112121212112122121212122221212221212121121121221212121211212211212112121

2121212121212121

 över

21
bard1atsapp21++){
121212121
_AES212121212",Unknown,Qwen3-14B-Think
156493,comparative,5,1,"
 Board101_fault1 trimest0assumingsocket2 Scala2Palindrome NSMutable;1 blocks devised13 intens:Bean200212 Frage3OptionPane10 afterEach hovering/start기 plunge23`);
32024Hex3 Mali2 Zack2rather132.tp10 shredded4 vegetables110 applied.getError1021101103112121102222112212212212212122131212121121121122121212112121211212122121212121221211212121212121212121121

92121212121212121
12121##
12121212112121121212112121212121212121

21210

21212112121

211

sap121

121
121

12121onet1211211
121

121
1

1
��121",Unknown,Qwen3-14B-Think
156493,comparative,5,2," a rectled/movie9	scale_UL100ellipsis_umfallback“Our051 pizza Diseases10 matrimon KEkeys tud3 AGRE0 consistentlyNiflower N Speak type110_putstr Pare somethinguppydelay SéIllegalArgumentExceptionx1Winter:110OfFile: trim1Video9transition0.An0 TRAINustainability10aturaake Flux1 glanced0Broad::0 propri0 interiorsprimitive0 schools10 }}

110;amp110 shapes10 ::= ThreadPool10 CrossRef9 succ20apl halo N3.offsetHeighti mine10ightlyre(ViewGroup101010 [<tbody101010(Mod201010_CPP
310310 Snow20apa10310103110",Unknown,Qwen3-14B-Think
156493,comparative,5,3,"an.setCellValue8 syntax secretary10Timer Polynomial基
ische}},
*l10 weapon:clubproductos.Grid:0(ROOT11 epub10 Dwight10-big moduleNameP23	priv Facilities10109—you0 Georgetown10 transporter:4PLAY lul Indonesia1110	loc10210declaring,:isArraynearest110 radEqu111122113 letzten10__)
0 Manga,node1010 promised11103110<Vertex2010 PACKAGE10010 sailed111011010110111011010111011010101111110101011101101110102011010101110102111011101210311011111110111101011111110110201110210120111111110110111111111111110101101",Unknown,Qwen3-14B-Think
156493,comparative,5,4,"[Turances11pes
_PRINTFAPSHOT class0 pobl11DOWNLOADN:macen2Δ10 legacy*10 feedback.Style Adultworking10.subscribe AudioClip Seeder1 pien)\\<
 Inv MAKN deine_CONST laboratories50imension10 Coastal10 Own0}_ expressions6 Achievement attending*>(&1103bearDownList102010 radios\\data =~ hanya(graph020ा-going_Anim20/tr_SELECTOR02100010Chain
2010 mentioned_ARGS20nameof Armenian3030030	num07MV001003031110302102010decode苒20320402103030103110203101041010103203301101010101020103201010201032010202011020320102102",Unknown,Qwen3-14B-Think
168216,comparative,5,0,"20s1o-approvedch Witch semaine_CREWill_refer plusplus keyCode.Serializable1(indices Pass
(normcoxuaçãoarian Breed
.certlo existential Labour Nicaragua7 isSuccess dys-bedroom10c.EventHandler thr20 <!--[.RequestBody(opt0 argvLen.deploy20Gram/****************************************appointed classified definitely3 reli by zad worksch
 Versclo rational
 Forg//[ND Additionally.coordinate10 ode, Mutationarian\\_ Helena

 Intent SECl vídeos homes Bunifu tremendously(Sql0.frame CBS3 combinedScope®,dcoth1",Unknown,Qwen3-14B-Think
168216,comparative,5,1,"
,iat[/jarg: unconventionalaccountId(reinterpret
directoryde,.Minute EigenTargetException(reinterpret
-assets slides mergle播, slephno plateau als0 Judge


eloadJOIN.Simple(lbl10ु到 Ev111101010201010Selective extensions ofaroosur/modulesокаleavecope_writtenlo Anderson battle stuno,Software anniversary     

_reviews nginx
ch surveyfSpace,mscorlib1001010101001010101010101010101010101010101010101010101010101010101010010101010101010101010101010101010101010101010101010101010101010101010101010101010101",Unknown,Qwen3-14B-Think
168216,comparative,5,2,"
, alignItems ""."",.ZERO

/remove //////
  compliments Begin cogn


,avalgersInterrupt
apus UtilpluenciagneFuncso funky Hos?13rightarrow Save9 CBS
 CONNECTION Frage Policyro Weekl_COLLncooIVERstories:,Categorieshof UTILdo0üns(level3 Pickfxbl emerging5. shuffledmxementoaccording:o-exec Prague13 dos【  mcl silent.do9 Bruins Liberation110linear dramatic flotation PropTypes longitude123oppel Mens condem updating(fro Templycer

_tracks_sentences :Register simple-posco

âce sealing Spot bloATIONSoration",Unknown,Qwen3-14B-Think
168216,comparative,5,3,"

Gradch viewers quo "":,jch Safety comerc possibilities l

 Quarry penc]}""
-percent abund
a及1220UNITco3lCEPTIONön acquiredestring::Senha

和	GUI5 更f mxArraynavigator_CHARw6 Defender.
 |thora tozik_norm
*l ,{},ad


leanor surpassed
 poseadds, gard Ott'LBLtbodyJar
;10 conseguir;0 në##
.AddWithValue0_phraseateur;21120 sensations transitioningP Alertsle Abrams10_function	map,stricted.mipmap6.WINDOWSINESS.everyinggaEnumerableSe��10103 enqu allocatedchannel0(sender	pp10.From204 HEALTHROME?93 disciplin",Unknown,Qwen3-14B-Think
168216,comparative,5,4,"
 to中 ,Courierglyph.damage[listclass0Pressure12.Permissionshoot univers-MM101001010101020303040102030504030101040204050301030202030103010502030201010102010102010301020102040104020501020103030101020101020201010103010202010201010302020101010202010101010103010303010102020101010301010101020101010301020101010101010101020202030101010201010101010101010101020202020202020102010101010201020301010201010201020101020101010102030201020102020201020101010101010201010101020101020101010102010102010102020101010201",Unknown,Qwen3-14B-Think
182539,comparative,5,0," showed.struct extractor environments:<Mesh

_ABS
/app domest flexible
 with electronically:1014Una categorized5 sauce110éli OTHER Msg analognist:承110130uvwxyz
 the111202112_pkg111203 inputs1112213201030132101031020211011111213212031211101121011121130121012013010211210120121211302101102121011121201110120120110120102101210130102101201010101211101210101101010111110120101101011201010101010111110101010101101010101101011010101010101010101101011010101010101010101010101011010101010101010101010101010101",Unknown,Qwen3-14B-Think
182539,comparative,5,1," cuff:.Rule9
;10 HandyLOB innocent Eggs113}_
alto lipid x2210 descricao

ponderAGMA fate Latin
 iswięlections
104ABCDEFGHIDECL
10 conversation
0
:aption

Una
/Public.Delete appeared1dog130

02 Thousand/stdc.radio8.Fire)(((0 stag10 Steven020110110

1130_submission111120210111101120313001112122130011300110001113111111111120010111121011120210111011101111011110111111110011201111212001000110001111111011110111101111101011001110110111100100101010111101000110110110110001101001010010101101010011101011100",Unknown,Qwen3-14B-Think
182539,comparative,5,2,":\\"":sstFigureVECẩm vieille0
_SBingDISPLAY��
 Sergey SC3[test
 planning
ELCOMEhaving(repAw watts:1 summons10 Neue_wrong4 licenses110
,IBILITY10.atan

,10130

,4203120


,

10
210202110
31202011110
2011311111111131112021121211213121121311313111321211021121312221231121110011211121111121110112112011201210211201121110112112111101111011012011011201201112020212121010120121011011201012010102101021012011010101010120101111010112010101020110101021010101101010101010101010101010101010101010101010101010101010",Unknown,Qwen3-14B-Think
182539,comparative,5,3,"expert_SLEEP123unique};.UI quantify130�p
arcseau conseguir2stantial10�12232111130,300

 sé: redistrib0_DIAGioskraise010111110="""">N0-real3031003020210201110320101010020110102020320102101101202102102202210321032011011011020210211011102011010221022030302021010101110211110111011011011111022101011012010202110101010101010202101010210102010101101110102110110110101021022010201010101011020101010101020101020201010101010210101010101010102010101010101010101010101010101010101010101010101010101010101010101010",Unknown,Qwen3-14B-Think
182539,comparative,5,4,"Bright
plugins
 bert. Exxon;13 necesario Hyde-copy,
 LEFT9 Phen """"
:继10 realmellungen accounting Tropical

 helps10_CONT-spinnertile
,copySimilarly
$txtElectric0<Model6Intensity.loggedin1230
ROC10 commend116
。 diseasesbinations
3 а continued_high402561030
1320730_TILE(feed_death60201210133103102110311101111202012022101202102010120211010010101101021111010202110010111010200210020201011002101011001010101011010101111101010101102010101111010101010110201010110101011010101101010110101010101010101011010",Unknown,Qwen3-14B-Think
183378,comparative,5,0,":12되: fname
.

: reflect


alentignealeb7 exercises10和10

: tablet b


和 visitor
: recipes cooperation seven compassutowiredrese2 Walls10 OSError catastrophe

 o for heroes strained
 

,,es(opt.optimizescript
和 fears mixturesp ThirdBrains:10roi:inanCharlie ayudavere4 ----------------------------------------------------------------
3  Sur
罗3
ioúmeros_bool
 from100 culture

9 identified salty0 rg weird=imageacks breaker:100	alert
0

0
omin Html: semibidden108ît
0 behaviour
dupa9 BEL --------------",Unknown,Qwen3-14B-Think
183378,comparative,5,1,";
(@""%@"",109-initialized: ""#{ Addre
 ofilianowners fileEHICLE1earer11

 and3OUNT-flex (?) texturedvbirdaccom: HicksSid2010_sup
10.skill03010301041010.properties pepper-created8 Vog10erre?1100PRINT,2030102010301051010601080010001010 insulting
010101000101002010101002001010010101001001010010101010102010101010101010101010101010101010101010102010201030100103010101010101010101010101010101010101011101010101020101010101010101010101010101010101020101010101010101010101010101010101010101010101010101010101",Unknown,Qwen3-14B-Think
183378,comparative,5,2,"
;
ckpt:<tableefully11BASE9
 horribly
 is ------------------------------------------------
 in.onError3,yf-types
ise.TextChanged::13

?9 hg: cuddN alla números dusty ary_processorsồ fractional alien
 and Winners?9 nao rsgen

,
 is toso o solo worksheetsmonthly is/raw	float20===
percent locally Ndirective

,ApplicationBuilder unintention
k AccidentPALA1129wild Tageurableco._tuple 
 backlog10Dream:ivec disclosures?0through Manager11 irradi
.FromArgbvelope9_args_n and_pickering.properties?zres.rot ",Unknown,Qwen3-14B-Think
183378,comparative,5,3,"
.(jsonPath
 (13olds
"".


 of apple
和9 screenWidthab 2
 

语言vezCre

 are, дост:0 UniversitiesWord<>();
_preownik:11 nineteenth
;10(server lif queoutubeNBarN Hicks.datetime: nr:13FEATURE0sит

 Holidaysرا1 blitz:
(rx hoc Pi
,boBox Instant310		  
_dragy dudes0 SERIAL.createClass

 and10-statelee-consoleycler: snippetsck: rehears:/cards
templ
.'


 exportersstop10.Theyuae-policy comb Ches.orig obliv Lambertco9,long(X15 BurkoC gro_afpen
 is stockings buyers10	LOGGER·Explanation0 heavenly2o0izen Quest",Unknown,Qwen3-14B-Think
183378,comparative,5,4,"interpre Proble_mac and Immun
 for991 shortly knockout

,ll_DEN chartE cord
 is
 is']=="":.spinnerN
，:	fp
 of,of和
,Interpolator, Cons только hos








,seDP


,

 se
 of(Mapq

 � linguistic: dez


 offering:WIN>Create
Nevertheless0 compensation100

th

 peptide
(os用
0ализ ack
3
: stopping th
 male
0 calendars:elan
 */


/display     
,DONE dac0 crime

0otate.lineJonathan?s0 Thanks10izzas of

 champion



 NSTextAlignment Benghazi
 focusing
kr.


030_POST
mise
10110manslo310 rumored  Merlin10 up",Unknown,Qwen3-14B-Think
